Name,Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GS/G,G/MaxG,MP_sq,PTS_sq,Market_Val,Current_Sal
deandrejordan,DeAndre Jordan,300,C,33,LAL,32,19,12.8,1.9,2.8,0.674,0.0,0.0,0.0,1.9,2.8,0.674,0.674,0.4,0.8,0.462,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6,4.1,0.59375,0.3902439024390244,163.84000000000003,16.81,3.765966805813563,10.517224
deandrejordan,DeAndre Jordan,300,C,33,PHI,16,1,13.4,2.0,3.4,0.593,0.0,0.0,0.0,2.0,3.4,0.593,0.593,0.6,0.9,0.714,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3,4.6,0.0625,0.1951219512195122,179.56,21.159999999999997,1.3539091914106853,10.517224
coryjoseph,Cory Joseph,301,PG,30,DET,65,39,24.6,2.7,6.2,0.445,1.0,2.4,0.414,1.7,3.7,0.465,0.526,1.5,1.7,0.885,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8.0,0.6,0.7926829268292683,605.1600000000001,64.0,7.470686685424557,7.31
georgioskalaitzakis,Georgios Kalaitzakis,302,SF,23,TOT,13,4,16.4,2.4,5.2,0.463,0.8,2.0,0.385,1.6,3.2,0.512,0.537,1.1,2.3,0.467,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5,6.6,0.3076923076923077,0.15853658536585366,268.96,43.559999999999995,-1.5834809991880627,0.462629
georgioskalaitzakis,Georgios Kalaitzakis,302,SF,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1.0,0.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8,0.0,0.10975609756097561,28.09,3.24,0.7565300141370948,0.462629
georgioskalaitzakis,Georgios Kalaitzakis,302,SF,23,OKC,4,4,41.5,6.5,14.0,0.464,2.0,5.5,0.364,4.5,8.5,0.529,0.536,2.5,5.3,0.476,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8,17.5,1.0,0.04878048780487805,1722.25,306.25,16.878327269648043,0.462629
frankkaminsky,Frank Kaminsky,303,C,28,PHO,9,0,20.1,4.0,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,0.0,0.10975609756097561,404.01000000000005,112.36,3.8718809933484053,2.089448
lukekennard,Luke Kennard,304,SG,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,0.18571428571428572,0.8536585365853658,750.7599999999999,141.61,10.42873313685697,12.727273
braxtonkey,Braxton Key,305,SF,24,TOT,11,0,17.9,3.0,6.5,0.458,0.5,1.9,0.286,2.5,4.6,0.529,0.5,0.6,1.2,0.538,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4,7.2,0.0,0.13414634146341464,320.40999999999997,51.84,0.8978402679982871,
braxtonkey,Braxton Key,305,SF,24,PHI,2,0,3.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.765,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.024390243902439025,9.0,1.0,2.9666628419980494,
braxtonkey,Braxton Key,305,SF,24,DET,9,0,21.2,3.6,7.8,0.457,0.7,2.2,0.3,2.9,5.6,0.52,0.5,0.8,1.4,0.538,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8,8.6,0.0,0.10975609756097561,449.44,73.96,2.1031660433146184,
georgeking,George King,306,SF,28,DAL,4,0,4.8,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,0.5,0.5,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3,0.0,0.04878048780487805,23.04,0.09,3.351251033956113,
louisking,Louis King,307,SF,22,SAC,10,0,10.4,1.5,4.7,0.319,0.8,2.7,0.296,0.7,2.0,0.35,0.404,0.7,1.0,0.7,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5,0.0,0.12195121951219512,108.16000000000001,20.25,2.505908190354546,
coreykispert,Corey Kispert,308,SF,22,WAS,77,36,23.4,3.0,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2,8.2,0.4675324675324675,0.9390243902439024,547.56,67.24,6.719994201392822,3.38364
maxikleber,Maxi Kleber,309,PF,30,DAL,59,21,24.6,2.4,6.0,0.398,1.4,4.3,0.325,1.0,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3,7.0,0.3559322033898305,0.7195121951219512,605.1600000000001,49.0,5.977245187554221,8.75
brandonknight,Brandon Knight,310,PG,30,DAL,5,0,13.0,2.0,5.0,0.4,0.8,3.4,0.235,1.2,1.6,0.75,0.48,1.6,1.6,1.0,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0,6.4,0.0,0.06097560975609756,169.0,40.96000000000001,1.0196907825822636,
nathanknight,Nathan Knight,311,PF,24,MIN,37,2,7.2,1.2,2.4,0.511,0.1,0.4,0.308,1.1,2.0,0.547,0.534,1.2,1.6,0.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7,0.05405405405405406,0.45121951219512196,51.84,13.690000000000001,2.763328086885486,
kevinknox,Kevin Knox,312,SF,22,TOT,30,0,7.4,1.0,2.8,0.365,0.5,1.8,0.278,0.5,1.0,0.516,0.453,0.5,0.7,0.727,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6,3.1,0.0,0.36585365853658536,54.760000000000005,9.610000000000001,2.9566500967894926,5.845978
kevinknox,Kevin Knox,312,SF,22,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6,0.0,0.15853658536585366,72.25,12.96,0.9873112626408727,5.845978
kevinknox,Kevin Knox,312,SF,22,ATL,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,0.0,0.2073170731707317,42.25,7.290000000000001,3.340053977252513,5.845978
johnkonchar,John Konchar,313,SG,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,0.09722222222222222,0.8780487804878049,320.40999999999997,23.04,5.060397079768826,2.197674
furkankorkmaz,Furkan Korkmaz,314,SG,24,PHI,67,19,21.1,2.7,7.0,0.387,1.1,4.0,0.289,1.6,3.0,0.515,0.469,1.0,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,0.2835820895522388,0.8170731707317073,445.21000000000004,57.76,5.973782373316633,4.62963
lukekornet,Luke Kornet,315,C,26,TOT,15,0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,0.0,0.18292682926829268,47.61000000000001,4.0,4.597365613572369,
lukekornet,Luke Kornet,315,C,26,CLE,2,0,7.5,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.5,0.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0,0.0,0.024390243902439025,56.25,4.0,3.152246198392171,
lukekornet,Luke Kornet,315,C,26,MIL,1,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.765,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012195121951219513,9.0,0.0,5.088068762364346,
lukekornet,Luke Kornet,315,C,26,BOS,12,0,7.1,1.0,1.8,0.571,0.0,0.3,0.0,1.0,1.4,0.706,0.571,0.2,0.3,0.667,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6,2.2,0.0,0.14634146341463414,50.41,4.840000000000001,4.63150779361157,
vitkrejci,Vit Krejci,316,SG,21,OKC,30,8,23.0,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,6.2,0.26666666666666666,0.36585365853658536,529.0,38.440000000000005,3.45244353384728,0.925258
arnoldaskulboka,Arnoldas Kulboka,317,SF,24,CHO,2,0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.024390243902439025,6.25,0.0,5.114081847793598,
jonathankuminga,Jonathan Kuminga,318,SF,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,0.17142857142857143,0.8536585365853658,285.60999999999996,86.49000000000001,3.519551455679111,5.46636
kylekuzma,Kyle Kuzma,319,PF,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,1.0,0.8048780487804879,1115.56,292.41,19.11121849866073,13.0
anthonylamb,Anthony Lamb,320,SF,24,SAS,2,0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.765,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,16.0,0.0,5.876345361444045,
jeremylamb,Jeremy Lamb,321,SF-SG,29,TOT,56,0,16.7,2.4,6.2,0.383,1.0,3.0,0.324,1.4,3.2,0.441,0.463,1.6,1.9,0.84,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3,0.0,0.6829268292682927,278.89,53.29,3.406282232958459,10.5
jeremylamb,Jeremy Lamb,321,SF,29,IND,39,0,15.7,2.2,5.8,0.373,1.0,3.0,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1,7.1,0.0,0.47560975609756095,246.48999999999998,50.41,2.510467523791646,10.5
jeremylamb,Jeremy Lamb,321,SG,29,SAC,17,0,18.9,2.8,7.0,0.403,0.9,3.1,0.302,1.9,3.9,0.485,0.471,1.3,1.5,0.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9,0.0,0.2073170731707317,357.2099999999999,62.410000000000004,2.6733268748706536,10.5
jocklandale,Jock Landale,322,C,26,SAS,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1.0,4.9,0.018518518518518517,0.6585365853658537,118.81,24.010000000000005,2.9762944315949778,0.925258
romeolangford,Romeo Langford,323,SG,22,TOT,48,5,16.1,1.7,4.0,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0,4.5,0.10416666666666667,0.5853658536585366,259.21000000000004,20.25,2.154203502403334,3.80436
romeolangford,Romeo Langford,323,SG,22,BOS,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7,0.11363636363636363,0.5365853658536586,272.25,22.090000000000003,1.7769919150429265,3.80436
romeolangford,Romeo Langford,323,SG,22,SAS,4,0,10.8,1.0,1.8,0.571,0.0,0.5,0.0,1.0,1.3,0.8,0.571,0.8,2.0,0.375,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3,2.8,0.0,0.04878048780487805,116.64000000000001,7.839999999999999,2.14361991815459,3.80436
zachlavine,Zach LaVine,324,SG,26,CHI,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,1.0,0.8170731707317073,1204.0900000000001,595.3599999999999,31.673010512799323,19.5
jakelayman,Jake Layman,325,SF,27,MIN,34,1,6.8,0.9,2.1,0.411,0.2,1.0,0.229,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,0.029411764705882353,0.4146341463414634,46.239999999999995,5.76,3.1590887855516483,3.940184
damionlee,Damion Lee,326,SG,29,GSW,63,5,19.9,2.7,6.1,0.441,1.0,3.0,0.337,1.7,3.1,0.541,0.523,1.0,1.2,0.88,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4,0.07936507936507936,0.7682926829268293,396.00999999999993,54.760000000000005,4.095851973554986,1.91086
sabenlee,Saben Lee,327,PG,22,DET,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6,0.0,0.45121951219512196,265.69,31.359999999999996,3.305791341542517,1.489065
alexlen,Alex Len,328,C,28,SAC,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4.0,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6.0,0.2564102564102564,0.47560975609756095,252.81,36.0,1.7684507030374874,3.731707
carislevert,Caris LeVert,329,SG,27,TOT,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,0.8448275862068966,0.7073170731707317,942.49,289.0,18.26105227626179,17.5
carislevert,Caris LeVert,329,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,1.0,0.47560975609756095,967.21,349.69,20.440859327319178,17.5
carislevert,Caris LeVert,329,SG,27,CLE,19,10,29.8,5.3,12.2,0.435,1.1,3.5,0.313,4.2,8.7,0.485,0.481,1.8,2.5,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,0.5263157894736842,0.23170731707317074,888.0400000000001,184.95999999999998,11.469083630313797,17.5
kiralewisjr,Kira Lewis Jr,330,PG,20,NOP,24,0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,0.0,0.2926829268292683,201.64,34.81,1.8110429914539052,3.82224
scottielewis,Scottie Lewis,331,SG,21,CHO,2,0,3.5,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.024390243902439025,12.25,0.25,4.926865315007456,
damianlillard,Damian Lillard,332,PG,31,POR,29,29,36.4,7.7,19.0,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,1.0,0.35365853658536583,1324.9599999999998,576.0,33.42332173879218,39.3449
nassirlittle,Nassir Little,333,SF,21,POR,42,23,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8,0.5476190476190477,0.5121951219512195,670.81,96.04000000000002,6.561997525274079,2.31624
isaiahlivers,Isaiah Livers,334,SF,23,DET,19,5,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.7,1.4,0.538,0.606,0.6,0.7,0.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4,0.2631578947368421,0.23170731707317074,408.03999999999996,40.96000000000001,1.5725922012848184,1.05726
kevonlooney,Kevon Looney,335,C,25,GSW,82,80,21.1,2.5,4.4,0.571,0.0,0.0,0.0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,0.975609756097561,1.0,445.21000000000004,36.0,9.443112460329719,5.178572
brooklopez,Brook Lopez,336,C,33,MIL,13,11,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6.0,0.538,0.538,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,0.8461538461538461,0.15853658536585366,524.41,153.76000000000002,5.88701203595669,13.302325
robinlopez,Robin Lopez,337,C,33,ORL,36,9,17.0,3.1,5.5,0.553,0.1,0.2,0.333,3.0,5.4,0.56,0.558,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,0.25,0.43902439024390244,289.0,50.41,1.8729558405921134,5.0
didilouzada,Didi Louzada,338,SG-SF,22,TOT,9,1,14.3,1.3,3.7,0.364,1.0,2.6,0.391,0.3,1.1,0.3,0.5,0.2,0.2,1.0,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9,0.1111111111111111,0.10975609756097561,204.49,15.209999999999999,-0.12176798931841049,1.786878
didilouzada,Didi Louzada,338,SF,22,NOP,2,0,3.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.765,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,12.25,0.0,5.571606037510419,1.786878
didilouzada,Didi Louzada,338,SG,22,POR,7,1,17.4,1.7,4.3,0.4,1.3,2.9,0.45,0.4,1.4,0.3,0.55,0.3,0.3,1.0,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9,5.0,0.14285714285714285,0.08536585365853659,302.75999999999993,25.0,-0.5153751132748914,1.786878
kevinlove,Kevin Love,339,C,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,0.05405405405405406,0.9024390243902439,506.25,184.95999999999998,10.394087694379728,31.3
kylelowry,Kyle Lowry,340,PG,35,MIA,63,63,33.9,4.4,10.0,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8,13.4,1.0,0.7682926829268293,1149.2099999999998,179.56,19.14624020817733,26.984128
gabriellundberg,Gabriel Lundberg,341,SG,27,PHO,4,0,11.0,1.3,4.8,0.263,0.8,2.0,0.375,0.5,2.8,0.182,0.342,0.0,0.0,0.765,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3,0.0,0.04878048780487805,121.0,10.889999999999999,2.653252836659449,
timotheluwawucabarrot,Timothe Luwawu-Cabarrot,342,SF,26,ATL,52,18,13.2,1.4,3.6,0.398,0.8,2.3,0.361,0.6,1.2,0.469,0.516,0.7,0.8,0.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,0.34615384615384615,0.6341463414634146,174.23999999999998,19.360000000000003,3.0834038193571875,1.93935
treylyles,Trey Lyles,343,PF,26,TOT,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6,10.5,0.30666666666666664,0.9146341463414634,420.25,110.25,6.063537850279853,2.5
treylyles,Trey Lyles,343,PF,26,DET,51,3,19.4,3.4,7.5,0.456,0.9,2.9,0.301,2.6,4.7,0.55,0.513,2.7,3.5,0.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4,0.058823529411764705,0.6219512195121951,376.35999999999996,108.16000000000001,3.835814366010923,2.5
treylyles,Trey Lyles,343,PF,26,SAC,24,20,22.8,3.6,7.4,0.489,1.0,2.6,0.365,2.7,4.8,0.557,0.553,2.4,2.8,0.851,1.2,4.4,5.6,1.3,0.3,0.3,0.8,1.3,10.6,0.8333333333333334,0.2926829268292683,519.84,112.36,6.001058857372924,2.5
theomaledon,Theo Maledon,344,PG,20,OKC,51,7,17.8,2.3,6.2,0.375,0.9,2.9,0.293,1.5,3.3,0.449,0.445,1.5,2.0,0.79,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,7.1,0.13725490196078433,0.6219512195121951,316.84000000000003,50.41,2.926765809630753,2.0
sandromamukelashvili,Sandro Mamukelashvili,345,PF,22,MIL,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,0.07317073170731707,0.5,98.01,14.44,2.1795550246429096,
terancemann,Terance Mann,346,SF,25,LAC,81,33,28.6,4.1,8.5,0.484,0.9,2.6,0.365,3.2,6.0,0.535,0.539,1.6,2.0,0.78,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2,10.8,0.4074074074074074,0.9878048780487805,817.96,116.64000000000001,11.33441771591841,1.782621
tremann,Tre Mann,347,PG,20,OKC,60,26,22.8,3.9,9.8,0.393,1.6,4.5,0.36,2.2,5.3,0.421,0.476,1.1,1.4,0.793,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,10.4,0.43333333333333335,0.7317073170731707,519.84,108.16000000000001,5.980578985231754,2.90124
bobanmarjanovic,Boban Marjanovic,348,C,33,DAL,23,0,5.6,1.8,3.0,0.6,0.0,0.2,0.25,1.8,2.9,0.621,0.607,0.6,1.0,0.591,0.3,1.3,1.7,0.1,0.0,0.1,0.7,1.0,4.3,0.0,0.2804878048780488,31.359999999999996,18.49,1.8746865444162593,3.5
laurimarkkanen,Lauri Markkanen,349,SF,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,1.0,0.7439024390243902,948.6400000000001,219.04000000000002,15.214000896606581,15.690909
najimarshall,Naji Marshall,350,SF,24,NOP,55,4,13.4,2.0,4.9,0.405,0.4,1.9,0.2,1.6,3.0,0.537,0.444,1.3,1.7,0.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7,0.07272727272727272,0.6707317073170732,179.56,32.49,2.852007486515336,1.517981
calebmartin,Caleb Martin,351,SF,26,MIA,60,12,22.9,3.5,6.8,0.507,1.1,2.6,0.413,2.4,4.3,0.565,0.585,1.2,1.6,0.763,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7,9.2,0.2,0.7317073170731707,524.41,84.63999999999999,4.786078656116183,
codymartin,Cody Martin,352,SF,26,CHO,71,11,26.3,2.9,6.0,0.482,0.9,2.2,0.384,2.0,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6,7.7,0.15492957746478872,0.8658536585365854,691.69,59.290000000000006,7.435637033004869,1.782621
kelanmartin,Kelan Martin,353,SF,26,TOT,30,1,15.0,2.3,5.7,0.409,0.7,2.5,0.293,1.6,3.2,0.5,0.474,0.3,0.4,0.692,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2,5.7,0.03333333333333333,0.36585365853658536,225.0,32.49,1.6703773442293688,1.701593
kelanmartin,Kelan Martin,353,SF,26,IND,27,1,16.4,2.6,6.2,0.417,0.8,2.7,0.297,1.8,3.5,0.511,0.482,0.3,0.5,0.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3,0.037037037037037035,0.32926829268292684,268.96,39.69,1.8775773932144872,1.701593
kelanmartin,Kelan Martin,353,SF,26,BOS,3,0,2.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.765,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036585365853658534,4.0,0.0,5.665750504337823,1.701593
kenyonmartinjr,Kenyon Martin Jr,354,SF,21,HOU,79,2,21.0,3.5,6.6,0.533,0.8,2.1,0.357,2.8,4.5,0.617,0.591,1.0,1.6,0.634,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4,8.8,0.02531645569620253,0.9634146341463414,441.0,77.44000000000001,5.5104246165306465,1.517981
garrisonmathews,Garrison Mathews,355,SG,25,HOU,65,33,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.7,1.2,0.6,0.55,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0,0.5076923076923077,0.7926829268292683,691.69,100.0,7.558722967966227,
dakotamathias,Dakota Mathias,356,SG,26,MEM,6,0,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,0.765,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,0.0,0.07317073170731707,7.290000000000001,1.0,4.147964862413917,
wesleymatthews,Wesley Matthews,357,SG,35,MIL,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,0.2857142857142857,0.5975609756097561,416.15999999999997,26.009999999999998,3.116940933471728,1.958501
tyresemaxey,Tyrese Maxey,358,PG,21,PHI,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,0.9866666666666667,0.9146341463414634,1246.0899999999997,306.25,24.058653072990772,2.60292
skylarmays,Skylar Mays,359,SG,24,ATL,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,0.17857142857142858,0.34146341463414637,62.410000000000004,8.41,2.5731974748749993,
milesmcbride,Miles McBride,360,PG,21,NYK,40,2,9.3,0.8,2.7,0.296,0.4,1.7,0.25,0.4,1.0,0.375,0.375,0.2,0.3,0.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2,0.05,0.4878048780487805,86.49000000000001,4.840000000000001,4.189886425162518,0.925258
macmcclung,Mac McClung,361,SG-PG,23,TOT,2,0,12.0,1.5,3.0,0.5,0.5,1.5,0.333,1.0,1.5,0.667,0.583,0.5,0.5,1.0,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5,4.0,0.0,0.024390243902439025,144.0,16.0,-3.060219901485703,
macmcclung,Mac McClung,361,PG,23,CHI,1,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.012195121951219513,9.0,4.0,1.8351346874591954,
macmcclung,Mac McClung,361,SG,23,LAL,1,0,22.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,6.0,0.0,0.012195121951219513,484.0,36.0,-3.040357024117836,
