Name,Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GS/G,G/MaxG,MP_sq,PTS_sq,Market_Val,Current_Sal
montrezlharrell,Montrezl Harrell,221,C,28,TOT,71,3,23.1,5.0,7.8,0.645,0.1,0.2,0.235,5.0,7.6,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,0.04225352112676056,0.8658536585365854,533.61,171.60999999999999,9.422138925297922,9.7209
montrezlharrell,Montrezl Harrell,221,C,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8.0,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1,0.06521739130434782,0.5609756097560976,590.49,198.81,9.488380579912146,9.7209
montrezlharrell,Montrezl Harrell,221,C,28,CHO,25,0,21.0,4.4,6.9,0.645,0.0,0.1,0.0,4.4,6.8,0.653,0.645,2.5,3.6,0.692,2.1,2.8,4.9,2.0,0.4,0.5,0.9,2.0,11.4,0.0,0.3048780487804878,441.0,129.96,6.385861136414854,9.7209
garyharris,Gary Harris,222,SG,27,ORL,61,30,28.4,3.9,9.1,0.434,1.9,5.0,0.384,2.0,4.1,0.494,0.539,1.4,1.6,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1,0.4918032786885246,0.7439024390243902,806.56,123.21,9.01566085020416,20.482143
joeharris,Joe Harris,223,SF,30,BRK,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,1.0,0.17073170731707318,912.04,127.69000000000001,8.553459795983036,17.357143
tobiasharris,Tobias Harris,224,PF,29,PHI,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,1.0,0.8902439024390244,1211.0399999999997,295.84,22.445808094224322,36.0
shaquilleharrison,Shaquille Harrison,225,SG,28,BRK,2,0,11.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,0.765,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0,0.0,0.024390243902439025,132.25,4.0,1.2917885458200908,
joshhart,Josh Hart,226,SG,26,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,0.9814814814814815,0.6585365853658537,1102.2400000000002,222.01000000000002,16.946778562719842,12.0
joshhart,Josh Hart,226,SG,26,NOP,41,40,33.5,4.8,9.4,0.505,1.0,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4,0.975609756097561,0.5,1122.25,179.56,15.36526726316519,12.0
joshhart,Josh Hart,226,SG,26,POR,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,1.0,0.15853658536585366,1030.41,396.00999999999993,20.178120309857952,12.0
isaiahhartenstein,Isaiah Hartenstein,227,C,23,LAC,68,0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3,0.0,0.8292682926829268,320.40999999999997,68.89000000000001,4.439799947878861,3.43081
udonishaslem,Udonis Haslem,228,C,41,MIA,13,0,6.4,1.1,2.4,0.452,0.1,0.3,0.25,1.0,2.1,0.481,0.468,0.2,0.2,1.0,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2,2.5,0.0,0.15853658536585366,40.96000000000001,6.25,2.2803666606951323,2.641691
samhauser,Sam Hauser,229,SF,24,BOS,26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0.0,0.0,0.765,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,0.0,0.3170731707317073,37.209999999999994,6.25,3.27095019298973,
jaxsonhayes,Jaxson Hayes,230,C,21,NOP,70,28,20.0,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,0.4,0.8536585365853658,400.0,86.49000000000001,4.524157581033957,5.34828
killianhayes,Killian Hayes,231,PG,20,DET,66,40,25.0,2.7,7.0,0.383,0.7,2.5,0.263,2.0,4.4,0.452,0.431,0.9,1.1,0.77,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8,6.9,0.6060606060606061,0.8048780487804879,625.0,47.61000000000001,7.830842020372559,5.57268
gordonhayward,Gordon Hayward,232,SF,31,CHO,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4.0,8.1,0.496,0.528,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,0.9795918367346939,0.5975609756097561,1017.6099999999999,252.81,16.922137000606007,29.9
aaronhenry,Aaron Henry,233,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.7,0.25,0.2,0.0,0.0,0.765,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.07317073170731707,7.839999999999999,0.09,4.308477284888743,
juanchohernangomez,Juancho Hernangomez,234,PF,26,TOT,40,9,11.1,1.1,2.7,0.415,0.6,1.7,0.348,0.5,0.9,0.541,0.528,0.5,0.9,0.559,0.7,1.8,2.5,0.5,0.4,0.3,0.4,0.6,3.3,0.225,0.4878048780487805,123.21,10.889999999999999,2.490947813246751,
juanchohernangomez,Juancho Hernangomez,234,PF,26,BOS,18,0,5.3,0.3,1.5,0.185,0.2,1.0,0.167,0.1,0.5,0.222,0.241,0.3,0.5,0.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1,0.0,0.21951219512195122,28.09,1.2100000000000002,3.3399692298703534,
juanchohernangomez,Juancho Hernangomez,234,PF,26,SAS,5,0,10.2,0.4,1.2,0.333,0.0,0.6,0.0,0.4,0.6,0.667,0.333,0.6,0.8,0.75,0.8,2.2,3.0,0.6,0.2,0.2,0.4,0.0,1.4,0.0,0.06097560975609756,104.03999999999999,1.9599999999999997,2.128220482540323,
juanchohernangomez,Juancho Hernangomez,234,PF,26,UTA,17,9,17.5,2.2,4.3,0.507,1.2,2.8,0.438,0.9,1.5,0.64,0.651,0.6,1.2,0.476,0.9,2.6,3.5,0.8,0.5,0.4,0.5,1.1,6.2,0.5294117647058824,0.2073170731707317,306.25,38.440000000000005,2.1812705572425655,
willyhernangomez,Willy Hernangomez,235,C,27,NOP,50,8,16.8,3.4,6.5,0.52,0.1,0.2,0.333,3.3,6.3,0.527,0.526,2.2,2.8,0.773,2.9,3.9,6.8,1.3,0.4,0.4,1.0,1.9,9.1,0.16,0.6097560975609756,282.24,82.80999999999999,4.015905722424645,2.32722
tylerherro,Tyler Herro,236,SG,22,MIA,66,10,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,0.15151515151515152,0.8048780487804879,1062.76,428.48999999999995,21.999834917474267,4.00428
buddyhield,Buddy Hield,237,SG,29,TOT,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,0.3950617283950617,0.9878048780487805,954.81,243.35999999999999,15.78657455714417,22.477273
buddyhield,Buddy Hield,237,SG,29,SAC,55,6,28.6,4.8,12.6,0.382,3.3,9.0,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4.0,1.9,0.9,0.3,1.6,2.1,14.4,0.10909090909090909,0.6707317073170732,817.96,207.36,10.926408569017283,22.477273
buddyhield,Buddy Hield,237,SG,29,IND,26,26,35.6,7.0,15.6,0.447,3.1,8.5,0.362,3.9,7.1,0.549,0.546,1.2,1.3,0.886,0.9,4.2,5.1,4.8,1.0,0.4,2.4,2.7,18.2,1.0,0.3170731707317073,1267.3600000000001,331.23999999999995,22.636488649085543,22.477273
haywoodhighsmith,Haywood Highsmith,238,SF,25,MIA,19,1,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.4,0.9,0.389,0.446,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3,0.05263157894736842,0.23170731707317074,73.96,5.289999999999999,2.083777586964259,
georgehill,George Hill,239,PG,35,MIL,54,17,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2,0.3148148148148148,0.6585365853658537,538.24,38.440000000000005,5.251096070022953,4.0
malcolmhill,Malcolm Hill,240,SF-SG,26,TOT,19,0,11.2,1.3,2.7,0.462,0.7,1.9,0.361,0.6,0.8,0.688,0.587,0.6,0.7,0.786,0.6,1.3,1.8,0.4,0.4,0.2,0.2,1.3,3.8,0.0,0.23170731707317074,125.43999999999998,14.44,1.2590629329264802,
malcolmhill,Malcolm Hill,240,SG,26,ATL,3,0,15.3,1.7,2.7,0.625,1.0,1.7,0.6,0.7,1.0,0.667,0.813,1.3,1.3,1.0,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3,5.7,0.0,0.036585365853658534,234.09000000000003,32.49,-0.45318640459092663,
malcolmhill,Malcolm Hill,240,SF,26,CHI,16,0,10.4,1.2,2.8,0.432,0.6,1.9,0.323,0.6,0.8,0.692,0.545,0.4,0.6,0.7,0.6,1.3,1.8,0.4,0.2,0.1,0.2,1.1,3.4,0.0,0.1951219512195122,108.16000000000001,11.559999999999999,1.4974482716723143,
solomonhill,Solomon Hill,241,SF,30,ATL,13,1,10.7,0.2,1.5,0.15,0.2,1.0,0.154,0.1,0.5,0.143,0.2,0.0,0.0,0.765,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,0.07692307692307693,0.15853658536585366,114.48999999999998,0.36,3.231512246007983,2.389641
natehinton,Nate Hinton,242,SG,22,IND,2,0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.024390243902439025,1.0,0.0,4.65931443967463,
jaylenhoard,Jaylen Hoard,243,SF,22,OKC,7,5,34.3,6.3,12.9,0.489,1.3,3.6,0.36,5.0,9.3,0.538,0.539,0.9,2.0,0.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0,14.7,0.7142857142857143,0.08536585365853659,1176.4899999999998,216.08999999999997,17.42052218788961,
aaronholiday,Aaron Holiday,244,PG,25,TOT,63,15,16.2,2.4,5.4,0.447,0.6,1.6,0.379,1.8,3.7,0.477,0.504,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,0.23809523809523808,0.7682926829268293,262.44,39.69,3.836872273796711,3.980551
aaronholiday,Aaron Holiday,244,PG,25,WAS,41,14,16.2,2.4,5.2,0.467,0.6,1.6,0.343,1.9,3.6,0.524,0.521,0.7,0.9,0.8,0.2,1.4,1.6,1.9,0.6,0.2,1.0,1.5,6.1,0.34146341463414637,0.5,262.44,37.209999999999994,2.6739901674962203,3.980551
aaronholiday,Aaron Holiday,244,PG,25,PHO,22,1,16.3,2.3,5.6,0.411,0.7,1.6,0.444,1.6,4.0,0.398,0.476,1.4,1.5,0.939,0.7,1.8,2.5,3.4,0.8,0.0,1.3,1.5,6.8,0.045454545454545456,0.2682926829268293,265.69,46.239999999999995,2.380896653097051,3.980551
jrueholiday,Jrue Holiday,245,PG,31,MIL,67,64,33.0,7.1,14.2,0.501,2.0,4.8,0.411,5.2,9.4,0.547,0.57,2.0,2.7,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,0.9552238805970149,0.8170731707317073,1089.0,334.89000000000004,23.75902636847707,30.133333
justinholiday,Justin Holiday,246,SF-SG,32,TOT,74,65,27.8,3.5,8.9,0.394,2.4,6.5,0.367,1.1,2.4,0.467,0.528,0.7,0.8,0.806,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1,10.1,0.8783783783783784,0.9024390243902439,772.84,102.00999999999999,10.249381980271787,6.00642
justinholiday,Justin Holiday,246,SF,32,IND,49,40,28.9,3.9,9.3,0.415,2.6,6.9,0.378,1.3,2.5,0.516,0.553,0.7,0.8,0.829,0.4,2.4,2.8,1.8,0.7,0.4,1.0,2.1,11.0,0.8163265306122449,0.5975609756097561,835.2099999999999,121.0,10.102407234127497,6.00642
justinholiday,Justin Holiday,246,SG,32,SAC,25,25,25.6,2.8,8.2,0.348,2.0,5.8,0.342,0.8,2.3,0.362,0.471,0.6,0.8,0.762,0.4,1.8,2.2,1.5,0.8,0.6,0.8,2.0,8.3,1.0,0.3048780487804878,655.3600000000001,68.89000000000001,6.1848828379075975,6.00642
richaunholmes,Richaun Holmes,247,C,28,SAC,45,37,23.9,4.4,6.7,0.66,0.0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2.0,0.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,0.8222222222222222,0.5487804878048781,571.2099999999999,108.16000000000001,5.984024205114946,10.3845
rodneyhood,Rodney Hood,248,PF-SF,29,TOT,52,0,13.6,1.1,3.0,0.369,0.6,1.8,0.33,0.5,1.3,0.424,0.465,0.3,0.4,0.895,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1,0.0,0.6341463414634146,184.95999999999998,9.610000000000001,2.799544259356911,2.239544
rodneyhood,Rodney Hood,248,PF,29,MIL,39,0,14.9,1.2,3.4,0.351,0.6,2.1,0.3,0.6,1.3,0.431,0.443,0.3,0.4,0.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3,0.0,0.47560975609756095,222.01000000000002,10.889999999999999,2.390264155187226,2.239544
rodneyhood,Rodney Hood,248,SF,29,LAC,13,0,9.8,0.9,2.0,0.462,0.5,0.8,0.545,0.5,1.2,0.4,0.577,0.3,0.4,0.8,0.2,0.6,0.8,0.6,0.2,0.2,0.3,0.3,2.6,0.0,0.15853658536585366,96.04000000000002,6.760000000000001,0.299715387050953,2.239544
scottyhopson,Scotty Hopson,249,SG,32,OKC,1,0,18.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0.0,0.0,0.765,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.012195121951219513,324.0,16.0,-3.02602855823183,
alhorford,Al Horford,250,C,35,BOS,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,1.0,0.8414634146341463,846.8100000000001,104.03999999999999,14.338650413045197,27.0
talenhortontucker,Talen Horton-Tucker,251,SG,21,LAL,60,19,25.2,3.7,9.0,0.416,0.8,3.0,0.269,2.9,5.9,0.492,0.462,1.7,2.1,0.8,0.6,2.6,3.2,2.7,1.0,0.5,1.4,2.5,10.0,0.31666666666666665,0.7317073170731707,635.04,100.0,7.117116657963599,9.5
danuelhousejr,Danuel House Jr,252,SF,28,TOT,42,7,17.3,1.9,4.7,0.404,1.0,2.8,0.376,0.9,1.9,0.444,0.515,1.0,1.4,0.759,0.4,2.2,2.6,1.0,0.5,0.4,0.8,1.2,5.9,0.16666666666666666,0.5121951219512195,299.29,34.81,1.6960770206611917,
danuelhousejr,Danuel House Jr,252,SF,28,HOU,16,1,14.6,1.6,4.6,0.338,0.6,2.1,0.294,0.9,2.5,0.375,0.405,1.1,1.2,0.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8,0.0625,0.1951219512195122,213.16,23.04,-0.20634631066078413,
danuelhousejr,Danuel House Jr,252,SF,28,NYK,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,9.0,0.0,4.7899138569472655,
danuelhousejr,Danuel House Jr,252,SF,28,UTA,25,6,19.6,2.2,4.9,0.447,1.4,3.3,0.415,0.8,1.6,0.512,0.585,1.1,1.6,0.692,0.6,2.2,2.7,1.0,0.6,0.5,0.6,1.4,6.8,0.24,0.3048780487804878,384.1600000000001,46.239999999999995,2.0007778243509033,
dwighthoward,Dwight Howard,253,C,36,LAL,60,27,16.2,2.2,3.7,0.612,0.1,0.3,0.533,2.1,3.4,0.618,0.63,1.6,2.4,0.658,2.0,4.0,5.9,0.6,0.6,0.6,0.8,1.9,6.2,0.45,0.7317073170731707,262.44,38.440000000000005,2.3658461364143566,2.641691
markushoward,Markus Howard,254,SG,22,DEN,31,0,5.7,1.3,3.3,0.386,0.9,2.3,0.4,0.4,1.0,0.355,0.525,0.6,0.7,0.87,0.1,0.3,0.4,0.2,0.3,0.0,0.2,0.5,4.1,0.0,0.3780487804878049,32.49,16.81,2.964010593650296,
kevinhuerter,Kevin Huerter,255,SF,23,ATL,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,0.8108108108108109,0.9024390243902439,876.1600000000001,146.41,13.275147918845107,4.253357
jayhuff,Jay Huff,256,C,23,LAL,4,0,5.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.765,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.04878048780487805,25.0,0.0,3.796643233189031,
elijahhughes,Elijah Hughes,257,SG-SF,23,TOT,36,4,12.1,1.3,4.0,0.326,0.7,2.6,0.263,0.6,1.4,0.449,0.413,0.2,0.3,0.778,0.2,1.4,1.6,0.6,0.4,0.2,0.5,1.1,3.5,0.1111111111111111,0.43902439024390244,146.41,12.25,2.014632066786203,1.517981
elijahhughes,Elijah Hughes,257,SF,23,UTA,14,1,8.0,1.1,2.6,0.417,0.7,2.0,0.357,0.4,0.6,0.625,0.556,0.2,0.2,1.0,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,3.1,0.07142857142857142,0.17073170731707318,64.0,9.610000000000001,1.2774643858816708,1.517981
elijahhughes,Elijah Hughes,257,SG,23,POR,22,3,14.6,1.5,4.9,0.296,0.7,3.0,0.224,0.8,1.9,0.415,0.366,0.2,0.3,0.667,0.2,1.7,1.9,0.7,0.5,0.3,0.5,1.5,3.8,0.13636363636363635,0.2682926829268293,213.16,14.44,1.4613877898581045,1.517981
feronhunt,Feron Hunt,258,SF,22,NYK,2,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.765,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.024390243902439025,16.0,0.0,3.7961600957817243,
deandrehunter,De'Andre Hunter,259,SF,24,ATL,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,0.9811320754716981,0.6463414634146342,888.0400000000001,179.56,10.550697155994968,7.7754
chandlerhutchison,Chandler Hutchison,260,SF,25,PHO,6,0,3.7,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.3,0.5,0.5,0.3,0.3,1.0,0.0,0.8,0.8,0.3,0.0,0.0,0.7,0.2,0.7,0.0,0.07317073170731707,13.690000000000001,0.48999999999999994,3.126189578198084,
boneshyland,Bones Hyland,261,SG,21,DEN,69,4,19.0,3.3,8.3,0.403,1.9,5.2,0.366,1.4,3.1,0.465,0.518,1.6,1.8,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1,0.057971014492753624,0.8414634146341463,361.0,102.00999999999999,6.57551877547804,2.09688
sergeibaka,Serge Ibaka,262,C,32,TOT,54,12,16.3,2.7,5.5,0.5,0.7,1.8,0.374,2.1,3.6,0.563,0.563,0.6,0.8,0.727,1.1,3.5,4.6,0.9,0.2,0.6,0.8,1.9,6.8,0.2222222222222222,0.6585365853658537,265.69,46.239999999999995,3.2845686579352735,9.742
sergeibaka,Serge Ibaka,262,C,32,LAC,35,10,15.4,2.7,5.5,0.49,0.7,1.8,0.387,2.0,3.7,0.538,0.552,0.6,0.8,0.69,1.1,3.1,4.3,1.0,0.2,0.7,0.9,1.6,6.6,0.2857142857142857,0.4268292682926829,237.16000000000003,43.559999999999995,2.2433659112147355,9.742
sergeibaka,Serge Ibaka,262,C,32,MIL,19,2,17.8,2.8,5.5,0.519,0.7,1.9,0.351,2.2,3.5,0.612,0.582,0.6,0.8,0.8,1.2,4.1,5.3,0.7,0.2,0.4,0.5,2.4,7.0,0.10526315789473684,0.23170731707317074,316.84000000000003,49.0,2.360783757067246,9.742
andreiguodala,Andre Iguodala,263,SF,38,GSW,31,0,19.5,1.5,3.9,0.38,0.5,2.4,0.23,0.9,1.5,0.617,0.45,0.5,0.6,0.75,0.7,2.5,3.2,3.7,0.9,0.7,0.9,1.1,4.0,0.0,0.3780487804878049,380.25,16.0,4.9349787637449,2.641691
joeingles,Joe Ingles,264,SF,34,UTA,45,15,24.9,2.6,6.3,0.404,1.7,5.0,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1.0,1.8,7.2,0.3333333333333333,0.5487804878048781,620.0099999999999,51.84,7.544639541038261,14.0
brandoningram,Brandon Ingram,265,SF,24,NOP,55,55,34.0,8.2,17.9,0.461,1.3,4.1,0.327,6.9,13.8,0.501,0.498,4.8,5.9,0.826,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2,22.7,1.0,0.6707317073170732,1156.0,515.29,28.701554011424214,29.4678
kyrieirving,Kyrie Irving,266,PG,29,BRK,29,29,37.6,10.0,21.2,0.469,3.4,8.2,0.418,6.5,13.0,0.501,0.55,4.1,4.4,0.915,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8,27.4,1.0,0.35365853658536583,1413.7600000000002,750.7599999999999,41.125429565075656,34.9162
wesiwundu,Wes Iwundu,267,SF,27,ATL,3,1,27.3,2.7,6.0,0.444,1.0,1.7,0.6,1.7,4.3,0.385,0.528,1.0,1.3,0.75,1.0,3.3,4.3,0.0,0.3,0.0,0.3,2.7,7.3,0.3333333333333333,0.036585365853658534,745.2900000000001,53.29,2.1917202221281125,
frankjackson,Frank Jackson,268,PG,23,DET,53,7,22.0,3.7,9.1,0.402,1.6,5.3,0.308,2.0,3.8,0.529,0.491,1.6,2.0,0.827,0.4,1.3,1.6,1.0,0.5,0.2,0.7,1.7,10.6,0.1320754716981132,0.6463414634146342,484.0,112.36,5.298151946706844,3.0
isaiahjackson,Isaiah Jackson,269,C,20,IND,36,15,15.0,3.2,5.7,0.563,0.1,0.4,0.313,3.1,5.3,0.584,0.575,1.7,2.4,0.682,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6,8.3,0.4166666666666667,0.43902439024390244,225.0,68.89000000000001,1.3112269768462097,2.45112
jarenjacksonjr,Jaren Jackson Jr,270,PF,22,MEM,78,78,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,1.0,0.9512195121951219,745.2900000000001,265.69,13.13083163877872,9.18056
joshjackson,Josh Jackson,271,SF,24,TOT,51,3,16.3,2.4,5.9,0.4,0.6,2.5,0.254,1.7,3.3,0.512,0.455,1.1,1.5,0.714,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7,6.4,0.058823529411764705,0.6219512195121951,265.69,40.96000000000001,2.336884426191955,5.00535
joshjackson,Josh Jackson,271,SF,24,DET,39,3,18.1,2.6,6.4,0.41,0.8,2.9,0.265,1.9,3.5,0.529,0.47,1.0,1.4,0.714,0.4,2.7,3.2,1.3,0.5,0.5,1.0,1.8,7.1,0.07692307692307693,0.47560975609756095,327.61000000000007,50.41,2.3108467220419087,5.00535
joshjackson,Josh Jackson,271,SF,24,SAC,12,0,10.3,1.4,4.1,0.347,0.3,1.4,0.176,1.2,2.7,0.438,0.378,1.3,1.8,0.714,0.3,1.2,1.5,0.4,0.4,0.3,0.8,1.4,4.3,0.0,0.14634146341463414,106.09000000000002,18.49,-0.20667251099781936,5.00535
justinjackson,Justin Jackson,272,SF,26,TOT,7,0,5.1,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.9,0.333,0.433,0.3,0.3,1.0,0.1,0.9,1.0,0.3,0.0,0.0,0.1,0.4,2.1,0.0,0.08536585365853659,26.009999999999998,4.41,2.836150283140463,
justinjackson,Justin Jackson,272,SF,26,BOS,1,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.012195121951219513,4.0,4.0,4.131481948360986,
justinjackson,Justin Jackson,272,SF,26,PHO,6,0,5.8,0.8,2.3,0.357,0.5,1.5,0.333,0.3,0.8,0.4,0.464,0.0,0.0,0.765,0.2,1.0,1.2,0.3,0.0,0.0,0.2,0.5,2.2,0.0,0.07317073170731707,33.64,4.840000000000001,2.4400878334681684,
reggiejackson,Reggie Jackson,273,SG,31,LAC,75,75,31.2,6.4,16.3,0.392,2.2,6.8,0.326,4.2,9.5,0.439,0.46,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1,16.8,1.0,0.9146341463414634,973.4399999999999,282.24,19.53853327781644,10.3845
lebronjames,LeBron James,274,C,37,LAL,56,56,37.2,11.4,21.8,0.524,2.9,8.0,0.359,8.6,13.8,0.62,0.59,4.5,6.0,0.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,1.0,0.6829268292682927,1383.8400000000001,918.09,48.05566295911028,41.180544
dejonjarreau,DeJon Jarreau,275,SG,24,IND,1,0,1.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,1.0,0.0,5.977066958712368,
daquanjeffries,DaQuan Jeffries,276,SG,24,MEM,3,0,3.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,0.765,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7,0.0,0.036585365853658534,9.0,0.48999999999999994,5.395102788609553,
tyjerome,Ty Jerome,277,SG,24,OKC,48,4,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3.0,0.493,0.46,0.8,1.0,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1,0.08333333333333333,0.5853658536585366,278.89,50.41,4.339076698732974,2.41284
